1.000000000000000000e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.022390348635108914e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.045259747047141197e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.068718606390937298e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.092657342657342712e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.117193609652552766e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.142204454597373076e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.167678654834189533e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.193887297039159412e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.220703125000000000e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.247972045426182452e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.275998468801837538e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.304461257500652227e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.333688983728994248e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.363698349924996611e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.394116826990101643e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.425313568985176804e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.457301078402797989e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.489868891537544648e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.523229246001523318e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.557389814670611994e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.592356687898089262e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.628134158254640251e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.664447403462050667e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.701837985023825661e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.740038280842178597e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.778726431874777525e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.818843215714805561e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.859427296392711204e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.901140684410646209e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.943634596695821282e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
1.987281399046104902e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.031694433157253066e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.077274615704196137e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.123593119558292663e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.171552660152008762e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.219755826859045378e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.269632319564230727e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.320724065908563283e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.372479240806642853e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.425418384671355732e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.480158730158730229e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.535496957403651219e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.592688618096966824e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.650410813676119748e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.710027100271002798e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.770850651149903143e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.832861189801699986e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.896032435563278273e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
2.961208172934557403e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
3.027550711474417344e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
3.095017022593624212e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
3.164556962025316444e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
3.235198964736331284e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
3.307972213033410380e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
3.381805884342238500e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
3.457814661134162915e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
3.534817956875221157e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
3.614022406938922849e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
3.695491500369548987e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
3.777861730260672513e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
3.862495171881034750e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
3.949447077409163231e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
4.037141703673799320e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
4.127115146512587707e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
4.221190375685943685e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
4.314063848144952473e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
4.411116012351124382e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
4.510599909788001405e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
4.610419548178883886e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
4.714757190004714715e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
4.819277108433735357e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
4.928536224741251637e+00 8.831229693867063801e+00 -4.000000000000000000e+01 -4.000000000000000000e+01
